listing_id,building_id,apartment_number,list_price,list_date
50370,114282,11-E,1060000,2018-01-25 00:00:00 -0500
50371,114282,12-F,905000,2018-07-03 00:00:00 -0400
50372,114598,2D,520000,2018-01-29 00:00:00 -0500
50373,114598,6J,725000,2018-03-14 00:00:00 -0400
50374,114598,2E,299000,2014-03-10 00:00:00 -0400
50375,114598,1C,324000,2015-07-06 12:35:28 -0400
50376,114598,5F,495000,2017-04-17 00:00:00 -0400
50377,114598,2A,515000,2017-02-24 00:00:00 -0500
50378,114598,6F,525000,2017-02-18 00:00:00 -0500
50379,114598,4G,649000,2016-11-17 00:00:00 -0500
50380,114598,5G,720000,2018-03-06 00:00:00 -0500
50381,114598,3A,299000,2014-01-29 00:00:00 -0500
50382,114598,3G,589000,2014-10-07 00:00:00 -0400
50383,114598,5G,620000,2015-04-21 00:00:00 -0400
50384,114598,1A,199000,2016-10-20 00:00:00 -0400
50385,114598,4B,499000,2014-01-15 00:00:00 -0500
50386,114598,3F,390000,2015-09-22 00:00:00 -0400
50387,114598,2B,725000,2018-04-04 00:00:00 -0400
50388,115459,2A,599000,2014-09-02 00:00:00 -0400
50389,115459,3A,625000,2014-12-29 00:00:00 -0500
50390,115459,2-A,679000,2017-01-13 00:00:00 -0500
50391,115560,,22500000,2018-07-31 00:00:00 -0400
50392,115848,5B,569000,2014-10-15 00:00:00 -0400
50393,115848,5-A,625000,2016-03-31 00:00:00 -0400
50394,115848,6C,599000,2014-12-26 00:00:00 -0500
50395,115848,4A,549000,2014-06-01 00:00:00 -0400
50396,115848,3A,799000,2018-04-27 17:15:12 -0400
50397,116000,1B,899000,2014-07-16 00:00:00 -0400
50398,116000,2-B,625000,2014-09-26 00:00:00 -0400
50399,116000,3B,670000,2017-06-20 00:00:00 -0400
50400,116410,2D,650000,2014-01-23 00:00:00 -0500
50401,116410,4D,749000,2018-03-12 00:00:00 -0400
50402,116410,4B,729000,2014-07-07 00:00:00 -0400
50403,116614,4C,995000,2016-04-13 00:00:00 -0400
50404,116614,4B,2350000,2015-03-12 00:00:00 -0400
50405,116614,6D,975000,2014-10-23 00:00:00 -0400
50406,116614,2D,885000,2014-06-17 00:00:00 -0400
50407,116614,6C,525000,2015-07-01 00:00:00 -0400
50408,116719,7D,459000,2017-01-27 00:00:00 -0500
50409,116719,7-D,448000,2018-02-06 00:00:00 -0500
50410,116719,7A,675000,2015-05-28 00:00:00 -0400
50411,116719,PH-1,1595000,2018-04-20 00:00:00 -0400
50412,117191,A,1895000,2015-05-05 00:00:00 -0400
50413,117191,B,875000,2018-06-01 00:00:00 -0400
50414,117191,A,1995000,2016-01-28 00:00:00 -0500
50415,118129,9C,1200000,2015-01-20 00:00:00 -0500
50416,118129,6A,889000,2018-04-30 00:00:00 -0400
50417,118129,3C,715000,2017-09-13 00:00:00 -0400
50418,118129,2B,690000,2017-05-11 00:00:00 -0400
50419,118129,4-C,730000,2018-02-13 00:00:00 -0500
50420,118129,4-B,455000,2017-07-06 00:00:00 -0400
50421,118521,1A,1275000,2017-07-25 00:00:00 -0400
50422,118521,3B,1150000,2015-06-26 00:00:00 -0400
50423,118521,2B,950000,2014-01-21 00:00:00 -0500
50424,119319,5E,579000,2017-10-19 10:41:38 -0400
50425,119319,5B,1375000,2017-10-19 00:00:00 -0400
50426,119319,1D,420000,2017-11-16 14:43:04 -0500
50427,119319,2A,545000,2014-10-21 00:00:00 -0400
50428,119319,1D,375000,2015-07-14 07:59:58 -0400
50429,119319,3E,489000,2015-09-14 00:00:00 -0400
50430,119319,3-B,1075000,2016-04-20 00:00:00 -0400
50431,119319,B1,699000,2015-06-11 00:00:00 -0400
50432,119319,6D,389000,2016-04-21 00:00:00 -0400
50433,119319,6A,529000,2014-06-05 00:00:00 -0400
50434,119319,4A,880000,2018-08-10 00:00:00 -0400
50435,119593,201,1275000,2016-04-26 00:00:00 -0400
50436,119593,703,1125000,2017-06-21 00:00:00 -0400
50437,119593,404,1425000,2017-09-18 00:00:00 -0400
50438,119593,804,1750000,2015-06-23 00:00:00 -0400
50439,119593,802,1560000,2015-09-25 00:00:00 -0400
50440,119593,304,1150000,2015-03-25 00:00:00 -0400
50441,119593,803,850000,2014-01-20 00:00:00 -0500
50442,119810,5G,900000,2018-04-23 00:00:00 -0400
50443,119810,9B,1175000,2017-08-23 00:00:00 -0400
50444,119810,10B,1395000,2018-01-10 00:00:00 -0500
50445,119810,8c,815000,2016-01-25 00:00:00 -0500
50446,119810,2D,450000,2015-09-26 08:42:14 -0400
50447,119810,4C,799000,2017-03-26 00:00:00 -0400
50448,119810,2C,775000,2016-11-10 00:00:00 -0500
50449,119810,2J,375000,2015-03-23 00:00:00 -0400
50450,119810,3G,950000,2015-09-29 00:00:00 -0400
50451,119810,4D,479000,2017-02-08 00:00:00 -0500
50452,119810,8B,790000,2017-03-09 00:00:00 -0500
50453,119810,1C,800000,2018-04-26 10:41:03 -0400
50454,119879,3E,495000,2017-09-20 00:00:00 -0400
50455,119879,3D,335000,2017-09-20 00:00:00 -0400
50456,119879,6A,405000,2017-09-20 00:00:00 -0400
50457,119879,2A,395000,2017-09-20 00:00:00 -0400
50458,119879,6C,695000,2017-09-20 00:00:00 -0400
50459,119879,4A,385000,2017-09-20 00:00:00 -0400
50460,119879,3C,340000,2017-09-20 00:00:00 -0400
50461,119879,6A,482500,2018-08-06 00:00:00 -0400
50462,119879,2C,695000,2017-09-20 00:00:00 -0400
50463,119879,4C,350000,2017-09-20 00:00:00 -0400
50464,119879,5A,395000,2017-09-20 00:00:00 -0400
50465,119879,2B,449000,2017-09-20 00:00:00 -0400
50466,119879,7C,695000,2017-09-20 00:00:00 -0400
50467,119879,2E,630000,2017-09-20 00:00:00 -0400
50468,119879,5D,520000,2017-09-20 00:00:00 -0400
50469,119879,4B,460000,2017-09-20 00:00:00 -0400
50470,119879,6B,480000,2017-09-20 00:00:00 -0400
50471,119879,4ASOUTH,490000,2018-06-20 00:00:00 -0400
50472,119879,2D,565000,2017-09-20 00:00:00 -0400
50473,119879,3F,645000,2017-09-20 00:00:00 -0400
50474,119879,1A,330000,2017-09-20 00:00:00 -0400
50475,119879,4D,345000,2017-09-20 00:00:00 -0400
50476,119879,7A,745000,2017-09-20 00:00:00 -0400
50477,119879,3B,460000,2017-09-20 00:00:00 -0400
50478,119879,3A,385000,2017-09-20 00:00:00 -0400
50479,119879,4F,655000,2017-09-20 00:00:00 -0400
50480,119879,5C,685000,2017-09-20 00:00:00 -0400
50481,119879,6E,720000,2017-09-20 00:00:00 -0400
50482,119879,1B,315000,2017-09-20 00:00:00 -0400
50483,119879,4E,520000,2017-09-20 00:00:00 -0400
50484,119879,7B,550000,2017-09-20 00:00:00 -0400
50485,119879,5B,499000,2017-09-20 00:00:00 -0400
50486,119879,5E,690000,2017-09-20 00:00:00 -0400
50487,120311,1R,1299000,2018-01-14 00:00:00 -0500
50488,121318,4A,459000,2016-07-08 00:00:00 -0400
50489,121318,3B,499000,2016-08-22 00:00:00 -0400
50490,121318,1A,499000,2016-08-10 00:00:00 -0400
50491,121318,3A,440000,2016-07-08 00:00:00 -0400
50492,121318,1B,799000,2016-05-23 00:00:00 -0400
50493,121318,4B,499000,2016-11-29 00:00:00 -0500
50494,121318,2B,599000,2016-05-23 00:00:00 -0400
50495,121565,B7,899000,2017-09-17 00:00:00 -0400
50496,121565,F5,775000,2017-07-10 00:00:00 -0400
50497,121565,D12,995000,2017-09-28 00:00:00 -0400
50498,121565,D3,949000,2017-04-13 00:00:00 -0400
50499,121565,B10/B11,1200000,2017-02-14 00:00:00 -0500
50500,121565,C15,649000,2016-01-28 00:00:00 -0500
50501,121565,F12,649000,2014-01-15 00:00:00 -0500
50502,121565,A10,345000,2015-01-20 00:00:00 -0500
50503,121565,C4,775000,2014-09-30 00:00:00 -0400
50504,121565,F4,849000,2016-07-11 00:00:00 -0400
50505,121565,E14,325000,2015-04-02 00:00:00 -0400
50506,121565,E10,525000,2017-09-15 00:00:00 -0400
50507,121593,4M,269000,2017-08-22 00:00:00 -0400
50508,121593,4-C,449000,2014-04-04 00:00:00 -0400
50509,121593,1D,450000,2016-05-09 19:59:43 -0400
50510,121593,5A,425000,2016-02-08 13:12:03 -0500
50511,121593,3D,275000,2014-11-12 00:00:00 -0500
50512,121593,2-F,355000,2014-04-04 00:00:00 -0400
50513,121593,2T,750000,2018-06-05 09:13:02 -0400
50514,121593,6R,450000,2017-06-19 15:09:24 -0400
50515,121593,2J,268000,2017-05-31 00:00:00 -0400
50516,121643,3A,2950000,2016-03-01 00:00:00 -0500
50517,121643,5C,2975000,2018-02-20 00:00:00 -0500
50518,121643,5B,2995000,2018-09-03 00:00:00 -0400
50519,121643,Garden,3500000,2018-09-03 00:00:00 -0400
50520,121643,3H,2750000,2016-01-01 00:00:00 -0500
50521,121760,G,950000,2017-09-25 00:00:00 -0400
50522,121760,F,699000,2014-01-13 00:00:00 -0500
50523,121760,A,975000,2016-05-10 00:00:00 -0400
50524,121760,A,899000,2015-01-09 00:00:00 -0500
50525,121760,H,845000,2017-05-17 00:00:00 -0400
50526,121760,B,779000,2015-08-03 00:00:00 -0400
50527,122451,3j,1150000,2017-08-17 14:54:38 -0400
50528,122451,4C,1250000,2018-03-20 00:00:00 -0400
50529,122451,3C,995000,2015-01-21 00:00:00 -0500
50530,122451,4A,1085000,2017-04-25 00:00:00 -0400
50531,122451,5E,949000,2015-10-14 00:00:00 -0400
50532,122451,2G,795000,2014-09-02 00:00:00 -0400
50533,122451,4F,748000,2015-09-24 00:00:00 -0400
50534,122451,1A,1225000,2015-10-06 12:12:19 -0400
50535,122451,4E,715000,2015-09-10 13:13:38 -0400
50536,122451,2E,699000,2015-04-23 00:00:00 -0400
50537,122451,1C,1350000,2014-06-06 00:00:00 -0400
50538,122451,5F,1200000,2014-06-02 00:00:00 -0400
50539,122451,4H,995000,2014-06-19 00:00:00 -0400
50540,122451,3I,985000,2014-06-03 00:00:00 -0400
50541,122451,1H,1150000,2018-08-08 23:34:56 -0400
50542,122850,3C,899000,2014-06-13 00:00:00 -0400
50543,122850,3F,999000,2016-11-02 00:00:00 -0400
50544,122850,2E,999000,2016-02-16 00:00:00 -0500
50545,122850,4A,1695000,2015-07-21 00:00:00 -0400
50546,122850,3D,1125000,2015-01-13 00:00:00 -0500
50547,122850,1C,1625000,2014-05-26 00:00:00 -0400
50548,122850,1B,1599000,2016-06-08 00:00:00 -0400
50549,122850,4C,1200000,2014-06-16 00:00:00 -0400
50550,124063,1E,425000,2014-02-03 00:00:00 -0500
50551,124063,12-E,565000,2015-09-11 00:00:00 -0400
50552,124063,8C,599000,2014-06-10 00:00:00 -0400
50553,124063,12D,595000,2017-02-22 00:00:00 -0500
50554,124063,11-A,559000,2015-04-09 00:00:00 -0400
50555,124063,11-C,619000,2018-05-30 00:00:00 -0400
50556,124063,9G,549000,2015-04-23 00:00:00 -0400
50557,124063,8H,635000,2017-01-26 00:00:00 -0500
50558,124063,15-A,685000,2018-05-08 00:00:00 -0400
50559,124063,1A,489000,2018-02-15 00:00:00 -0500
50560,124063,8-B,575000,2015-12-29 00:00:00 -0500
50561,124063,3H,565000,2016-03-14 00:00:00 -0400
50562,124063,2-H,539000,2015-03-11 00:00:00 -0400
50563,124063,14G,599000,2016-05-31 00:00:00 -0400
50564,124063,3-B,665000,2018-02-08 00:00:00 -0500
50565,124063,4-C,749000,2017-07-10 00:00:00 -0400
50566,124063,9-B,560000,2017-10-17 00:00:00 -0400
50567,124063,11-B,665000,2017-10-06 00:00:00 -0400
50568,124063,12B,640000,2018-02-05 00:00:00 -0500
50569,124063,8-F,839000,2016-08-31 00:00:00 -0400
50570,124063,12-E,445000,2015-08-04 00:00:00 -0400
50571,124063,14B,499000,2015-05-12 00:00:00 -0400
50572,124063,6H,569000,2017-10-27 00:00:00 -0400
50573,124063,8B,575000,2015-07-29 00:00:00 -0400
50574,124063,2A,575000,2016-10-21 00:00:00 -0400
50575,124063,2B,425000,2014-06-24 00:00:00 -0400
50576,124063,3A,599000,2017-02-20 00:00:00 -0500
50577,124063,9-A,575000,2016-07-13 00:00:00 -0400
50578,124063,6-E,659000,2017-08-15 00:00:00 -0400
50579,124063,1-A,449000,2017-01-20 00:00:00 -0500
50580,124063,9-F,549000,2016-04-07 00:00:00 -0400
50581,124063,9C,550000,2018-05-14 00:00:00 -0400
50582,124063,1-H,585000,2018-07-12 00:00:00 -0400
50583,124063,1A,379000,2015-03-10 00:00:00 -0400
50584,124063,4E,489000,2015-03-27 00:00:00 -0400
50585,124063,11A,515000,2015-04-14 00:00:00 -0400
50586,124063,5-D,529000,2015-09-11 00:00:00 -0400
50587,124063,8G,499000,2015-06-05 00:00:00 -0400
50588,124063,3C,625000,2015-07-28 00:00:00 -0400
50589,124063,3B,514500,2015-09-25 00:00:00 -0400
50590,124063,4C,675000,2014-12-08 00:00:00 -0500
50591,124063,14H,475000,2015-05-28 00:00:00 -0400
50592,124063,9H,484000,2015-10-27 00:00:00 -0400
50593,124063,12D,599000,2018-01-29 00:00:00 -0500
50594,124063,1B,399000,2014-11-20 00:00:00 -0500
50595,124063,1C,399000,2014-10-15 00:00:00 -0400
50596,124063,1H,425000,2014-04-01 00:00:00 -0400
50597,124063,7D,475000,2014-07-09 00:00:00 -0400
50598,124063,5B,475000,2014-06-28 00:00:00 -0400
50599,124063,10D,405000,2014-05-16 09:10:37 -0400
50600,124063,15H,435000,2014-04-24 13:28:04 -0400
50601,124063,14G,499000,2015-02-21 00:00:00 -0500
50602,124063,7G,499000,2015-03-23 00:00:00 -0400
50603,124063,9-D,559000,2015-07-16 00:00:00 -0400
50604,124063,3-G,519000,2015-04-22 00:00:00 -0400
50605,124063,10G,515000,2015-04-23 00:00:00 -0400
50606,124063,12-D,559000,2015-05-31 00:00:00 -0400
50607,124063,10C,425000,2014-05-19 00:00:00 -0400
50608,124063,6G,550000,2016-05-05 00:00:00 -0400
50609,124063,12E,575000,2015-09-09 00:00:00 -0400
50610,124063,14B,475000,2014-07-10 00:00:00 -0400
50611,124063,6-G,499000,2014-07-10 00:00:00 -0400
50612,124063,5-G,629500,2017-04-28 00:00:00 -0400
50613,124063,9C,849000,2017-02-28 00:00:00 -0500
50614,124063,11H,635000,2018-02-22 00:00:00 -0500
50615,124063,9-H,525000,2014-11-11 00:00:00 -0500
50616,124063,3-H,515000,2015-02-11 00:00:00 -0500
50617,124063,14c/d,825000,2015-02-01 00:00:00 -0500
50618,124063,5-E,619000,2017-06-09 00:00:00 -0400
50619,124063,1E,575000,2018-07-31 00:00:00 -0400
50620,124063,14B,650000,2017-06-21 00:00:00 -0400
50621,124063,1-D,479000,2018-07-30 00:00:00 -0400
50622,124063,9G,560000,2016-05-17 00:00:00 -0400
50623,124063,2E,419000,2014-06-17 00:00:00 -0400
50624,124063,12F,315000,2014-03-18 00:00:00 -0400
50625,124063,4H,619000,2018-04-12 20:24:07 -0400
50626,124063,4C,499000,2014-04-01 00:00:00 -0400
50627,124063,PHA,500000,2015-05-18 00:00:00 -0400
50628,124063,1-D,500000,2018-05-02 00:00:00 -0400
50629,124063,7G,599000,2018-05-24 00:00:00 -0400
50630,124063,1-H,599000,2018-05-01 00:00:00 -0400
50631,124063,11H,675000,2018-08-16 00:00:00 -0400
50632,124063,7E,650000,2018-03-06 00:00:00 -0500
50633,125006,4J,299000,2016-03-04 15:13:56 -0500
50634,125006,4E,385000,2015-06-25 09:45:34 -0400
50635,125734,4DE,1995000,2014-10-01 00:00:00 -0400
50636,125734,4G,425000,2017-09-07 00:00:00 -0400
50637,125734,3O,895000,2017-09-07 00:00:00 -0400
50638,125734,5N,695000,2016-10-26 00:00:00 -0400
50639,125734,6E,1850000,2015-05-06 00:00:00 -0400
50640,125734,5G,375000,2016-02-21 00:00:00 -0500
50641,125734,5L,895000,2016-04-07 00:00:00 -0400
50642,125734,5E,1800000,2014-10-15 00:00:00 -0400
50643,125734,1M,499000,2015-01-04 00:00:00 -0500
50644,125734,4J,515000,2014-12-05 00:00:00 -0500
50645,125734,4H,335000,2015-05-13 00:00:00 -0400
50646,125734,2J,485000,2014-01-13 00:00:00 -0500
50647,125734,3N,459000,2014-04-01 00:00:00 -0400
50648,125941,1-W,218000,2014-05-01 00:00:00 -0400
50649,125941,3-P,369000,2015-05-07 00:00:00 -0400
50650,125941,3-T,366000,2014-08-21 00:00:00 -0400
50651,125941,3-K,230000,2014-08-08 00:00:00 -0400
50652,125941,5-B,385000,2015-08-11 00:00:00 -0400
50653,125941,1-G,275000,2016-04-18 00:00:00 -0400
50654,125941,5-P,515000,2018-08-28 00:00:00 -0400
50655,125941,1-P,535000,2017-07-11 00:00:00 -0400
50656,125941,6-T,489000,2016-09-13 00:00:00 -0400
50657,125941,6-P,545000,2018-02-01 00:00:00 -0500
50658,125941,313-B,247000,2015-09-17 00:00:00 -0400
50659,125941,6-A,255000,2015-05-14 00:00:00 -0400
50660,125941,5-A,269000,2016-04-04 00:00:00 -0400
50661,125941,4-W,282000,2015-09-16 00:00:00 -0400
50662,125941,2-T,469000,2016-10-07 00:00:00 -0400
50663,125941,4-E,550000,2017-09-12 00:00:00 -0400
50664,127334,7U,199000,2016-09-06 18:09:18 -0400
50665,127334,3H,295000,2015-06-09 00:00:00 -0400
50666,127334,4T,299000,2018-03-01 00:00:00 -0500
50667,127334,7A,325000,2016-02-24 00:00:00 -0500
50668,127334,3L,650000,2018-04-19 00:00:00 -0400
50669,127334,3D,119000,2014-03-25 00:00:00 -0400
50670,127334,7J,126500,2014-03-18 00:00:00 -0400
50671,127334,4R,299000,2016-06-09 11:14:06 -0400
50672,127515,TH,4500000,2018-07-05 00:00:00 -0400
50673,127515,3H,1600000,2015-01-13 00:00:00 -0500
50674,127515,1M,1945000,2018-08-09 00:00:00 -0400
50675,127515,4D,2150000,2014-12-19 00:00:00 -0500
50676,127515,4L,1850000,2015-02-06 00:00:00 -0500
50677,127515,5A,2300000,2015-07-28 00:00:00 -0400
50678,127515,4A,2257000,2015-07-27 00:00:00 -0400
50679,127515,5B,2075000,2016-01-28 00:00:00 -0500
50680,127515,2B,1050000,2016-06-15 00:00:00 -0400
50681,127515,1C,2650000,2015-01-13 00:00:00 -0500
50682,127515,2A,2205000,2015-03-11 00:00:00 -0400
50683,127515,4C,3190000,2015-01-13 00:00:00 -0500
50684,127515,1O,2595000,2015-01-13 00:00:00 -0500
50685,127515,5I,3250000,2015-01-21 00:00:00 -0500
50686,127515,PHD,4995000,2018-08-01 00:00:00 -0400
50687,127515,3G,3144000,2015-01-13 00:00:00 -0500
50688,127515,1F,2475000,2015-01-21 00:00:00 -0500
50689,127515,1N,2750000,2015-04-16 00:00:00 -0400
50690,127515,PHB,5995000,2016-06-06 00:00:00 -0400
50691,127515,4F,2170000,2015-01-08 00:00:00 -0500
50692,127515,1K,3525000,2015-01-21 00:00:00 -0500
50693,127515,1L,2275000,2015-01-13 00:00:00 -0500
50694,127515,1E,1181000,2014-12-19 00:00:00 -0500
50695,127515,PHE,5775000,2015-01-13 00:00:00 -0500
50696,127515,PHG,3595000,2015-04-16 00:00:00 -0400
50697,127515,5G,3279000,2016-07-12 00:00:00 -0400
50698,127515,3D,2125000,2015-01-08 00:00:00 -0500
50699,127515,4I,3595000,2017-02-13 00:00:00 -0500
50700,127515,3M,2015000,2015-01-14 00:00:00 -0500
50701,127515,2C,2550000,2016-10-03 00:00:00 -0400
50702,127515,4J,2695000,2015-02-06 00:00:00 -0500
50703,127515,4M,2035000,2015-03-11 00:00:00 -0400
50704,127515,1Q,2375000,2015-02-06 00:00:00 -0500
50705,127515,3F,2195000,2015-04-16 00:00:00 -0400
50706,127515,3I,2283000,2015-02-13 00:00:00 -0500
50707,127515,3C,3089000,2015-01-26 00:00:00 -0500
50708,127515,1A,1925000,2015-01-21 00:00:00 -0500
50709,127515,4O,1181000,2015-01-12 00:00:00 -0500
50710,127515,4K,1228000,2015-02-06 00:00:00 -0500
50711,127515,5O,2540000,2015-03-11 00:00:00 -0400
50712,127515,5J,2675000,2015-06-24 00:00:00 -0400
50713,127515,1H,1775000,2014-12-22 00:00:00 -0500
50714,127515,5C,3210000,2015-12-01 00:00:00 -0500
50715,127515,PHA,5350000,2016-06-06 00:00:00 -0400
50716,127515,3M,2095000,2018-07-17 00:00:00 -0400
50717,127515,3E,2135000,2015-01-08 00:00:00 -0500
50718,127515,5L,2000000,2015-07-28 00:00:00 -0400
50719,127515,3L,1795000,2015-01-21 00:00:00 -0500
50720,127515,3B,1950000,2015-02-06 00:00:00 -0500
50721,127515,5D,2250000,2015-09-09 00:00:00 -0400
50722,127515,4G,3197000,2015-01-13 00:00:00 -0500
50723,127515,5N,1215000,2015-02-06 00:00:00 -0500
50724,127515,PHF,5150000,2015-01-21 00:00:00 -0500
50725,127515,3K,1181000,2015-01-21 00:00:00 -0500
50726,127515,3J,2375000,2015-01-21 00:00:00 -0500
50727,127515,5E,2260000,2016-05-31 00:00:00 -0400
50728,127515,PHD,1181000,2014-12-19 00:00:00 -0500
50729,127515,4H,875000,2015-01-21 00:00:00 -0500
50730,127515,5K,1400000,2015-01-13 00:00:00 -0500
50731,127515,3O,1181000,2014-12-19 00:00:00 -0500
50732,127515,3A,2225000,2015-12-01 00:00:00 -0500
50733,127515,5F,1995000,2015-01-08 00:00:00 -0500
50734,127515,1D,3350000,2015-01-21 00:00:00 -0500
50735,127515,5H,965000,2015-01-13 00:00:00 -0500
50736,127515,1R,3550000,2015-01-13 00:00:00 -0500
50737,127515,PHC,4250000,2015-01-13 00:00:00 -0500
50738,127515,5M,1950000,2015-01-21 00:00:00 -0500
50739,127515,1I,2100000,2015-01-27 00:00:00 -0500
50740,128859,2A,975000,2015-09-08 00:00:00 -0400
50741,128859,4A,1075000,2015-12-03 00:00:00 -0500
50742,128859,3A,1050000,2015-12-03 00:00:00 -0500
50743,128859,5B,1425000,2015-09-01 00:00:00 -0400
50744,128859,4B,1550000,2017-01-20 00:00:00 -0500
50745,128859,5A,850000,2015-12-04 00:00:00 -0500
50746,128859,3B,1650000,2017-01-20 00:00:00 -0500
50747,129460,3D,1495000,2017-01-04 00:00:00 -0500
50748,129460,5B,950000,2017-02-24 00:00:00 -0500
50749,129460,5D,1775000,2017-05-15 00:00:00 -0400
50750,129460,PHA,2450000,2016-09-27 00:00:00 -0400
50751,129460,4J,875000,2017-02-09 00:00:00 -0500
50752,129460,5F,1150000,2017-01-04 00:00:00 -0500
50753,129460,2G,1250000,2016-09-27 00:00:00 -0400
50754,129460,2E,780000,2017-02-16 00:00:00 -0500
50755,129460,2J,795000,2017-01-04 00:00:00 -0500
50756,129460,PHD,2300000,2018-07-09 00:00:00 -0400
50757,129460,4C,1295000,2017-02-09 00:00:00 -0500
50758,129460,3E,699999,2016-09-27 00:00:00 -0400
50759,129460,3F,750000,2017-01-04 00:00:00 -0500
50760,129460,6E,795000,2016-09-27 00:00:00 -0400
50761,129460,6C,1550000,2017-05-15 00:00:00 -0400
50762,129460,3C,1575000,2017-02-09 00:00:00 -0500
50763,129460,4B,925000,2017-02-09 00:00:00 -0500
50764,129460,PHC,1450000,2017-04-17 00:00:00 -0400
50765,129460,2C,1250000,2017-01-04 00:00:00 -0500
50766,129460,2F,810000,2017-01-04 00:00:00 -0500
50767,129460,6H,1500000,2017-03-16 00:00:00 -0400
50768,129460,5C,1750000,2016-09-27 00:00:00 -0400
50769,129460,5A,950000,2017-06-02 00:00:00 -0400
50770,129460,3A,885000,2017-01-04 00:00:00 -0500
50771,129460,5G,1775000,2016-09-27 00:00:00 -0400
50772,129460,3G,1575000,2017-03-22 00:00:00 -0400
50773,129460,5H,1695000,2017-02-24 00:00:00 -0500
50774,129460,3J,850000,2017-03-16 00:00:00 -0400
50775,129460,6J,925000,2017-06-02 00:00:00 -0400
50776,129460,PHB,1495000,2017-04-20 00:00:00 -0400
50777,129460,2A,850000,2017-03-30 00:00:00 -0400
50778,129460,4E,730000,2016-09-27 00:00:00 -0400
50779,129460,4H,1350000,2017-02-03 00:00:00 -0500
50780,129460,4A,925000,2017-03-16 00:00:00 -0400
50781,129460,5J,895000,2017-03-30 00:00:00 -0400
50782,129460,2D,865000,2017-02-03 00:00:00 -0500
50783,129460,5E,1195000,2017-03-07 00:00:00 -0500
50784,129460,2B,885000,2017-03-06 00:00:00 -0500
50785,129460,3B,910000,2017-01-04 00:00:00 -0500
50786,129460,3H,1550000,2017-01-04 00:00:00 -0500
50787,129460,6B,1100000,2017-03-30 00:00:00 -0400
50788,129460,6F,795000,2017-03-06 00:00:00 -0500
50789,129460,4F,730000,2017-03-08 00:00:00 -0500
50790,129488,3B,715000,2018-01-31 00:00:00 -0500
50791,129488,6H/6J,1299000,2014-09-11 00:00:00 -0400
50792,129488,6E,875000,2017-04-06 13:22:29 -0400
50793,129488,1F,775000,2016-04-12 00:00:00 -0400
50794,129488,1A,399000,2017-07-13 00:00:00 -0400
50795,129488,6G,799000,2016-11-02 00:00:00 -0400
50796,129488,1K,690000,2017-08-03 00:00:00 -0400
50797,129488,1B,499000,2016-11-02 00:00:00 -0400
50798,129488,4G,850000,2016-04-26 00:00:00 -0400
50799,129488,4D,1350000,2018-06-14 00:00:00 -0400
50800,129534,8-A,1185000,2018-04-12 00:00:00 -0400
50801,129534,9B,1300000,2015-03-23 00:00:00 -0400
50802,129534,5B,1300000,2014-09-23 00:00:00 -0400
50803,129534,4B,1185000,2014-09-15 00:00:00 -0400
50804,129534,5A,1275000,2014-10-23 00:00:00 -0400
50805,129534,5B,1525000,2018-07-24 00:00:00 -0400
50806,129534,6A,1275000,2015-03-29 00:00:00 -0400
50807,129534,10,2350000,2017-03-22 11:04:00 -0400
50808,129534,14,2700000,2017-06-01 00:00:00 -0400
50809,129534,8B,1300000,2014-11-20 00:00:00 -0500
50810,130445,4C,535,2018-04-12 05:27:37 -0400
50811,130445,3C,425000,2017-02-09 00:00:00 -0500
50812,130445,1A,525000,2015-04-30 00:00:00 -0400
50813,130445,1C,425000,2017-02-07 06:48:03 -0500
50814,130445,4B,529000,2017-03-10 07:24:54 -0500
50815,130445,4B,357000,2014-09-15 00:00:00 -0400
50816,130445,4B,605000,2017-05-06 05:25:20 -0400
50817,130445,3A,539000,2017-10-17 14:20:10 -0400
50818,130445,1A,800000,2017-04-24 00:00:00 -0400
50819,130558,6E,359000,2016-09-15 00:00:00 -0400
50820,130558,6F,449000,2015-06-11 00:00:00 -0400
50821,130558,5B,485000,2017-06-08 00:00:00 -0400
50822,130558,4B,450000,2015-01-16 00:00:00 -0500
50823,130558,6H,299000,2014-02-10 00:00:00 -0500
50824,130558,2L,220000,2014-04-16 00:00:00 -0400
50825,130558,5J,699000,2016-12-05 00:00:00 -0500
50826,130558,1H,489000,2017-10-27 00:00:00 -0400
50827,130558,4J,849000,2018-03-13 00:00:00 -0400
50828,130558,6E,249000,2014-04-07 00:00:00 -0400
50829,131077,36,649000,2016-05-23 00:00:00 -0400
50830,131077,33,525000,2014-11-14 00:00:00 -0500
50831,131077,36,649000,2015-09-19 00:00:00 -0400
50832,131077,7,1288,2014-04-28 00:00:00 -0400
50833,131077,36,578000,2015-05-21 00:00:00 -0400
50834,131077,46,650000,2018-02-08 00:00:00 -0500
50835,131077,26,625000,2016-03-14 00:00:00 -0400
50836,131260,PHA,2585000,2017-10-14 02:12:05 -0400
50837,131260,1-I,1195000,2017-07-28 00:00:00 -0400
50838,131260,PHA,2585000,2017-11-15 01:12:09 -0500
50839,131260,2C,1495000,2018-02-03 00:00:00 -0500
50840,131260,PHA,2585000,2017-10-03 10:12:06 -0400
50841,131260,1E,1500000,2017-10-27 00:00:00 -0400
50842,131260,2I,1150000,2016-03-30 00:00:00 -0400
50843,131260,2K,1650000,2017-03-21 00:00:00 -0400
